countyname,statecode,Number of All Beds,Total Number of Occupied Beds,countyFIPS
Runnels,TX,104.4090909090909,40.03030303030303,48399
Rush,IN,81.40196078431373,48.8235294117647,18139
Rush,KS,38.0,32.11764705882353,20165
Rusk,TX,132.18,72.1,48401
Rusk,WI,37.333333333333336,26.529411764705884,55107
Russell,AL,99.20915032679738,79.06535947712419,1113
Russell,KS,34.0,26.294117647058822,20167
Russell,KY,114.0,91.84313725490196,21207
Russell,VA,60.0,49.76470588235294,51167
Rutherford,TN,104.0,81.26361655773421,47149
Rutherford,NC,81.85490196078432,62.54117647058823,37161
Rutland,VT,128.66666666666666,96.65359477124183,50021
Sabine,LA,109.33333333333333,56.869281045751634,22085
Sabine,TX,90.0,55.088235294117645,48403
Sac,IA,51.21078431372549,29.044117647058822,19161
Sacramento,CA,109.19194061505833,82.8287380699894,6067
Sagadahoc,ME,72.0,63.294117647058826,23023
Saginaw,MI,93.65393258426967,64.62022471910112,26145
Salem,NJ,106.0940594059406,61.98019801980198,34033
Salem,VA,188.33333333333334,127.18300653594771,51775
Saline,NE,53.0,37.81372549019608,31151
Saline,MO,103.66666666666667,49.254901960784316,29195
Saline,AR,143.66666666666666,107.640522875817,5125
Saline,IL,102.0,64.82352941176471,17165
Saline,KS,73.72549019607843,54.28235294117647,20169
Salt,UT,81.37922243467176,58.75462077756533,49035
Saluda,SC,176.0,149.27450980392157,45081
Sampson,NC,156.0,73.06862745098039,37163
San,TX,88.81395348837209,50.42635658914729,48405
San,TX,88.81395348837209,50.42635658914729,48407
San,TX,88.81395348837209,50.42635658914729,48409
San,TX,88.81395348837209,50.42635658914729,48411
San,CA,62.0,74.45098039215686,6069
San,CA,62.0,74.45098039215686,6071
San,CA,62.0,74.45098039215686,6073
San,CA,62.0,74.45098039215686,6075
San,CA,62.0,74.45098039215686,6077
San,CA,62.0,74.45098039215686,6079
San,CA,62.0,74.45098039215686,6081
San,CA,93.8457545420838,74.96143863552095,6069
San,CA,93.8457545420838,74.96143863552095,6071
San,CA,93.8457545420838,74.96143863552095,6073
San,CA,93.8457545420838,74.96143863552095,6075
San,CA,93.8457545420838,74.96143863552095,6077
San,CA,93.8457545420838,74.96143863552095,6079
San,CA,93.8457545420838,74.96143863552095,6081
San,CA,108.43444365698086,86.56012284431846,6069
San,CA,108.43444365698086,86.56012284431846,6071
San,CA,108.43444365698086,86.56012284431846,6073
San,CA,108.43444365698086,86.56012284431846,6075
San,CA,108.43444365698086,86.56012284431846,6077
San,CA,108.43444365698086,86.56012284431846,6079
San,CA,108.43444365698086,86.56012284431846,6081
San,CA,128.03033472803347,101.51359832635983,6069
San,CA,128.03033472803347,101.51359832635983,6071
San,CA,128.03033472803347,101.51359832635983,6073
San,CA,128.03033472803347,101.51359832635983,6075
San,CA,128.03033472803347,101.51359832635983,6077
San,CA,128.03033472803347,101.51359832635983,6079
San,CA,128.03033472803347,101.51359832635983,6081
San,TX,100.0,42.1764705882353,48405
San,TX,100.0,42.1764705882353,48407
San,TX,100.0,42.1764705882353,48409
San,TX,100.0,42.1764705882353,48411
San,CA,106.64877663772691,79.60615627466456,6069
San,CA,106.64877663772691,79.60615627466456,6071
San,CA,106.64877663772691,79.60615627466456,6073
San,CA,106.64877663772691,79.60615627466456,6075
San,CA,106.64877663772691,79.60615627466456,6077
San,CA,106.64877663772691,79.60615627466456,6079
San,CA,106.64877663772691,79.60615627466456,6081
San,NM,93.5,59.790849673202615,35045
San,NM,93.5,59.790849673202615,35047
San,UT,104.0,38.3921568627451,49037
San,CA,106.04201680672269,65.0672268907563,6069
San,CA,106.04201680672269,65.0672268907563,6071
San,CA,106.04201680672269,65.0672268907563,6073
San,CA,106.04201680672269,65.0672268907563,6075
San,CA,106.04201680672269,65.0672268907563,6077
San,CA,106.04201680672269,65.0672268907563,6079
San,CA,106.04201680672269,65.0672268907563,6081
San,CA,106.43137254901961,75.70028011204482,6069
San,CA,106.43137254901961,75.70028011204482,6071
San,CA,106.43137254901961,75.70028011204482,6073
San,CA,106.43137254901961,75.70028011204482,6075
San,CA,106.43137254901961,75.70028011204482,6077
San,CA,106.43137254901961,75.70028011204482,6079
San,CA,106.43137254901961,75.70028011204482,6081
San,NM,139.0,92.62745098039215,35045
San,NM,139.0,92.62745098039215,35047
San,TX,91.0,58.63725490196079,48405
San,TX,91.0,58.63725490196079,48407
San,TX,91.0,58.63725490196079,48409
San,TX,91.0,58.63725490196079,48411
San,TX,72.0,38.09803921568628,48405
San,TX,72.0,38.09803921568628,48407
San,TX,72.0,38.09803921568628,48409
San,TX,72.0,38.09803921568628,48411
Sanders,MT,34.0,29.323529411764707,30089
Sandoval,NM,108.0794701986755,70.82781456953643,35043
Sandusky,OH,72.88822355289422,48.62574257425742,39143
Sangamon,IL,114.88646288209607,71.40393013100437,17167
Sanilac,MI,71.82178217821782,51.32673267326733,26151
Sanpete,UT,46.0,35.529411764705884,49039
Santa,CA,91.22128851540616,65.07142857142857,6083
Santa,CA,91.22128851540616,65.07142857142857,6085
Santa,CA,91.22128851540616,65.07142857142857,6087
Santa,CA,102.08313725490196,77.60745098039216,6083
Santa,CA,102.08313725490196,77.60745098039216,6085
Santa,CA,102.08313725490196,77.60745098039216,6087
Santa,CA,103.57142857142857,78.1204481792717,6083
Santa,CA,103.57142857142857,78.1204481792717,6085
Santa,CA,103.57142857142857,78.1204481792717,6087
Santa,NM,118.99009900990099,90.67326732673267,35049
Santa,FL,102.5,83.83823529411765,12113
Sarasota,FL,105.7415196743555,78.9959266802444,12115
Saratoga,NY,238.05714285714285,175.36428571428573,36091
Sarpy,NE,111.2,83.09019607843138,31153
Sauk,WI,75.6,58.752941176470586,55111
Saunders,NE,80.58,64.84666666666666,31155
Sawyer,WI,53.0,38.745098039215684,55113
Schenectady,NY,176.0,156.83006535947712,36093
Schleicher,TX,34.0,25.07843137254902,48413
Schoolcraft,MI,85.0,54.88235294117647,26153
Schuyler,NY,120.0,107.38,36097
Schuyler,IL,99.0,64.54901960784314,17169
Schuyler,MO,60.0,34.15686274509804,29197
Schuylkill,PA,125.46153846153847,92.58521870286576,42107
Scioto,OH,75.63636363636364,56.45811051693405,39145
Scotland,MO,96.0,37.254901960784316,29199
Scotland,NC,103.5,70.5,37165
Scott,MN,91.68844221105527,67.17587939698493,27139
Scott,VA,104.22,83.65,51169
Scott,TN,76.0,55.470588235294116,47151
Scott,MO,93.99604743083005,50.980237154150196,29201
Scott,KY,75.0,62.049019607843135,21209
Scott,MS,120.0,101.62745098039215,28123
Scott,IN,64.19473684210526,49.2741116751269,18143
Scott,KS,66.47058823529412,55.6078431372549,20171
Scott,IA,110.77777777777777,64.91067538126362,19163
Scott,AR,105.0,55.78431372549019,5127
Scotts,NE,94.21078431372548,64.74509803921569,31157
Screven,GA,128.0,54.11764705882353,13251
Scurry,TX,80.0,60.588235294117645,48415
Searcy,AR,78.0,42.98039215686274,5129
Sebastian,AR,118.1231527093596,86.75369458128078,5131
Sedgwick,KS,76.93603546548448,55.92463584547182,20173
Sedgwick,CO,32.0,26.84313725490196,8115
Seminole,FL,125.484,94.868,12117
Seminole,GA,75.0,58.01960784313726,13253
Seminole,OK,87.25,46.495098039215684,40133
Seneca,NY,120.0,64.7843137254902,36099
Seneca,OH,84.4950495049505,59.13770491803279,39147
Sequatchie,TN,110.0,82.41176470588235,47153
Sequoyah,OK,112.29081632653062,54.53061224489796,40135
Sevier,UT,46.5,28.42156862745098,49041
Sevier,AR,131.0,39.294117647058826,5133
Sevier,TN,90.66666666666667,51.79738562091503,47155
Seward,NE,81.0,64.95098039215686,31159
Seward,KS,39.333333333333336,24.320261437908496,20175
Shannon,MO,90.0,37.529411764705884,29203
Sharkey,MS,54.0,41.92156862745098,28125
Sharp,AR,100.16339869281046,67.3529411764706,5135
Shasta,CA,105.45294117647059,75.09019607843138,6089
Shawano,WI,63.950892857142854,32.44642857142857,55115
Shawnee,KS,87.94969325153374,68.51042944785276,20177
Sheboygan,WI,78.2472647702407,49.49890590809628,55117
Shelby,IL,79.3921568627451,43.35294117647059,17173
Shelby,TX,107.5,43.872549019607845,48419
Shelby,TN,126.81395348837209,89.49491279069767,47157
Shelby,OH,85.27860696517413,62.33830845771144,39149
Shelby,MO,85.5,46.27450980392157,29205
Shelby,IA,72.5,46.80392156862745,19165
Shelby,IN,107.86904761904762,76.48818897637796,18145
Shelby,AL,130.88888888888889,100.86928104575163,1117
Shelby,KY,76.0,62.549019607843135,21211
Shenandoah,VA,92.0,70.43137254901961,51171
Sherburne,MN,147.0,114.00980392156863,27141
Sheridan,WY,87.66666666666667,55.39869281045752,56033
Sheridan,NE,55.8235294117647,33.97385620915033,31161
Sheridan,MT,45.0,27.50980392156863,30091
Sheridan,KS,32.0,28.50980392156863,20179
Sherman,KS,45.0,35.92156862745098,20181
Sherman,NE,64.0,41.68627450980392,31163
Sherman,TX,42.0,18.49019607843137,48421
Shiawassee,MI,98.81456953642385,76.72185430463576,26155
Shoshone,ID,59.0,48.294117647058826,16079
Sibley,MN,33.666666666666664,21.633986928104576,27143
Sierra,NM,119.75757575757575,82.6969696969697,35051
Silver,MT,95.63815789473684,51.453947368421055,30093
Simpson,MS,88.82352941176471,57.15686274509804,28127
Simpson,KY,98.0,81.15686274509804,21213
Sioux,IA,69.6,54.96470588235294,19167
Siskiyou,CA,59.0,33.84313725490196,6093
Sitka,AK,15.0,14.235294117647058,2220
Skagit,WA,89.50396825396825,53.448412698412696,53057
Smith,KS,33.5,32.911764705882355,20183
Smith,MS,114.58823529411765,89.47058823529412,28129
Smith,TN,111.0,76.05882352941177,47159
Smith,TX,116.08663366336634,71.68546365914787,48423
Smyth,VA,104.09933774834437,79.35099337748345,51173
Snohomish,WA,89.61195652173913,62.13369565217391,53061
Snyder,PA,159.0,120.50980392156863,42109
Socorro,NM,61.0,44.1764705882353,35053
Solano,CA,93.16993464052288,63.79956427015251,6095
Somerset,MD,98.27450980392157,76.73529411764706,24039
Somerset,ME,44.6,36.54117647058823,23025
Somerset,NJ,133.2,89.79477124183006,34035
Somerset,PA,108.1797385620915,75.7156862745098,42111
Somervell,TX,110.0,58.088235294117645,48425
Sonoma,CA,78.47881773399014,58.24729064039409,6097
Southampton,VA,90.0,59.01960784313726,51175
Spalding,GA,116.66666666666667,84.01307189542484,13255
Spartanburg,SC,82.71604938271605,63.50370370370371,45083
Spencer,IN,54.13513513513514,34.27450980392157,18147
Spencer,KY,120.0,78.84313725490196,21215
Spink,SD,44.0,33.59803921568628,46115
Spokane,WA,95.38074398249454,67.40481400437636,53063
Spotsylvania,VA,145.0,97.23529411764706,51177
St.,LA,131.5,86.05882352941177,22087
St.,LA,131.5,86.05882352941177,22089
St.,LA,131.5,86.05882352941177,22091
St.,LA,131.5,86.05882352941177,22093
St.,LA,131.5,86.05882352941177,22095
St.,LA,131.5,86.05882352941177,22097
St.,LA,131.5,86.05882352941177,22099
St.,LA,131.5,86.05882352941177,22101
St.,LA,131.5,86.05882352941177,22103
St.,MO,121.1426592797784,74.4819944598338,29183
St.,MO,121.1426592797784,74.4819944598338,29185
St.,MO,121.1426592797784,74.4819944598338,29187
St.,MO,121.1426592797784,74.4819944598338,29189
St.,MO,121.1426592797784,74.4819944598338,29510
St.,AL,93.13300492610837,65.79802955665025,1115
St.,IL,112.37803468208092,70.9195530726257,17163
St.,MI,156.2627450980392,116.27450980392157,26147
St.,MI,156.2627450980392,116.27450980392157,26149
St.,MO,89.70297029702971,33.603960396039604,29183
St.,MO,89.70297029702971,33.603960396039604,29185
St.,MO,89.70297029702971,33.603960396039604,29187
St.,MO,89.70297029702971,33.603960396039604,29189
St.,MO,89.70297029702971,33.603960396039604,29510
St.,WI,51.0,36.98774509803921,55109
St.,AR,100.0,49.333333333333336,5123
St.,MO,104.91421568627452,77.45098039215686,29183
St.,MO,104.91421568627452,77.45098039215686,29185
St.,MO,104.91421568627452,77.45098039215686,29187
St.,MO,104.91421568627452,77.45098039215686,29189
St.,MO,104.91421568627452,77.45098039215686,29510
St.,LA,72.0,48.745098039215684,22087
St.,LA,72.0,48.745098039215684,22089
St.,LA,72.0,48.745098039215684,22091
St.,LA,72.0,48.745098039215684,22093
St.,LA,72.0,48.745098039215684,22095
St.,LA,72.0,48.745098039215684,22097
St.,LA,72.0,48.745098039215684,22099
St.,LA,72.0,48.745098039215684,22101
St.,LA,72.0,48.745098039215684,22103
St.,LA,116.0,80.6078431372549,22087
St.,LA,116.0,80.6078431372549,22089
St.,LA,116.0,80.6078431372549,22091
St.,LA,116.0,80.6078431372549,22093
St.,LA,116.0,80.6078431372549,22095
St.,LA,116.0,80.6078431372549,22097
St.,LA,116.0,80.6078431372549,22099
St.,LA,116.0,80.6078431372549,22101
St.,LA,116.0,80.6078431372549,22103
St.,LA,151.56521739130434,84.04347826086956,22087
St.,LA,151.56521739130434,84.04347826086956,22089
St.,LA,151.56521739130434,84.04347826086956,22091
St.,LA,151.56521739130434,84.04347826086956,22093
St.,LA,151.56521739130434,84.04347826086956,22095
St.,LA,151.56521739130434,84.04347826086956,22097
St.,LA,151.56521739130434,84.04347826086956,22099
St.,LA,151.56521739130434,84.04347826086956,22101
St.,LA,151.56521739130434,84.04347826086956,22103
St.,FL,93.61786600496278,71.76426799007444,12109
St.,FL,93.61786600496278,71.76426799007444,12111
St.,IN,107.94512877939529,64.24096385542168,18141
St.,MI,89.11557788944724,56.17085427135678,26147
St.,MI,89.11557788944724,56.17085427135678,26149
St.,LA,138.57142857142858,92.97759103641457,22087
St.,LA,138.57142857142858,92.97759103641457,22089
St.,LA,138.57142857142858,92.97759103641457,22091
St.,LA,138.57142857142858,92.97759103641457,22093
St.,LA,138.57142857142858,92.97759103641457,22095
St.,LA,138.57142857142858,92.97759103641457,22097
St.,LA,138.57142857142858,92.97759103641457,22099
St.,LA,138.57142857142858,92.97759103641457,22101
St.,LA,138.57142857142858,92.97759103641457,22103
St.,NY,131.76470588235293,103.0156862745098,36089
St.,MO,140.61380110176862,87.03102348506813,29183
St.,MO,140.61380110176862,87.03102348506813,29185
St.,MO,140.61380110176862,87.03102348506813,29187
St.,MO,140.61380110176862,87.03102348506813,29189
St.,MO,140.61380110176862,87.03102348506813,29510
St.,MN,74.41176470588235,57.67589388696655,27137
St.,MO,131.00358422939067,74.94026284348865,29183
St.,MO,131.00358422939067,74.94026284348865,29185
St.,MO,131.00358422939067,74.94026284348865,29187
St.,MO,131.00358422939067,74.94026284348865,29189
St.,MO,131.00358422939067,74.94026284348865,29510
St.,FL,122.5065502183406,84.99563318777292,12109
St.,FL,122.5065502183406,84.99563318777292,12111
St.,LA,126.0,103.09803921568627,22087
St.,LA,126.0,103.09803921568627,22089
St.,LA,126.0,103.09803921568627,22091
St.,LA,126.0,103.09803921568627,22093
St.,LA,126.0,103.09803921568627,22095
St.,LA,126.0,103.09803921568627,22097
St.,LA,126.0,103.09803921568627,22099
St.,LA,126.0,103.09803921568627,22101
St.,LA,126.0,103.09803921568627,22103
St.,LA,120.33333333333333,79.640522875817,22087
St.,LA,120.33333333333333,79.640522875817,22089
St.,LA,120.33333333333333,79.640522875817,22091
St.,LA,120.33333333333333,79.640522875817,22093
St.,LA,120.33333333333333,79.640522875817,22095
St.,LA,120.33333333333333,79.640522875817,22097
St.,LA,120.33333333333333,79.640522875817,22099
St.,LA,120.33333333333333,79.640522875817,22101
St.,LA,120.33333333333333,79.640522875817,22103
St.,MD,189.37908496732027,139.35294117647058,24037
St.,LA,124.01851851851852,79.02880658436214,22087
St.,LA,124.01851851851852,79.02880658436214,22089
St.,LA,124.01851851851852,79.02880658436214,22091
St.,LA,124.01851851851852,79.02880658436214,22093
St.,LA,124.01851851851852,79.02880658436214,22095
St.,LA,124.01851851851852,79.02880658436214,22097
St.,LA,124.01851851851852,79.02880658436214,22099
St.,LA,124.01851851851852,79.02880658436214,22101
St.,LA,124.01851851851852,79.02880658436214,22103
Stafford,KS,30.96938775510204,25.755102040816325,20185
Stafford,VA,104.0,82.91176470588235,51179
Stanislaus,CA,105.20846233230134,79.0185758513932,6099
Stanly,NC,104.09803921568627,66.62254901960785,37167
Stanton,KS,25.0,22.627450980392158,20187
Stark,IL,134.27450980392157,71.3921568627451,17175
Stark,ND,79.76470588235294,65.40522875816994,38089
Stark,OH,95.21076746849943,66.46416573348264,39151
Starke,IN,50.5,34.44117647058823,18149
Starr,TX,107.44615384615385,45.62307692307692,48427
Staunton,VA,143.5,112.53921568627452,51790
Ste.,MO,105.0,70.59803921568627,29186
Stearns,MN,67.30058939096267,51.95677799607073,27145
Steele,MN,59.55882352941177,54.754901960784316,27147
Stephens,TX,92.0,36.76470588235294,48429
Stephens,OK,90.04013377926421,59.88628762541806,40137
Stephens,GA,181.0,127.49019607843137,13257
Stephenson,IL,119.8,65.50196078431372,17177
Sterling,TX,42.0,27.176470588235293,48431
Steuben,IN,84.25301204819277,56.2289156626506,18151
Steuben,NY,115.16666666666667,92.6470588235294,36101
Stevens,KS,77.0,71.3921568627451,20189
Stevens,MN,72.0,61.98039215686274,27149
Stevens,WA,65.38235294117646,43.80392156862745,53065
Stewart,GA,85.0,61.568627450980394,13259
Stewart,TN,88.0,53.80392156862745,47161
Stillwater,MT,82.0,37.03921568627451,30095
Stoddard,MO,65.16666666666667,29.50980392156863,29207
Stokes,NC,84.02941176470588,70.98039215686275,37169
Stone,AR,97.0,71.66666666666667,5137
Stone,MO,105.0,54.77777777777778,29209
Stone,MS,79.0,51.049019607843135,28131
Stonewall,TX,53.0,27.372549019607842,48433
Story,IA,74.57142857142857,55.46218487394958,19169
Strafford,NH,100.00996677740864,76.3687707641196,33017
Stutsman,ND,105.37254901960785,83.03921568627452,38093
Sublette,WY,50.0,32.11764705882353,56035
Suffolk,NY,196.16153127917835,153.25575928537847,36103
Suffolk,MA,122.18552036199095,85.82352941176471,25025
Suffolk,VA,107.0,66.94117647058823,51800
Sullivan,IN,75.4,44.21052631578947,18153
Sullivan,MO,100.0,89.19607843137256,29211
Sullivan,NH,92.33333333333333,77.85620915032679,33019
Sullivan,NY,109.265,84.385,36105
Sullivan,PA,93.5,71.55882352941177,42113
Sullivan,TN,140.31741573033707,74.66292134831461,47163
Summers,WV,77.0,57.38235294117647,54089
Summit,OH,96.7892561983471,71.34159779614325,39153
Sumner,TN,123.10491803278688,85.88524590163935,47165
Sumner,KS,46.25,32.666666666666664,20191
Sumter,AL,123.275,76.1,1119
Sumter,FL,120.0,102.69607843137256,12119
Sumter,GA,169.0,105.3921568627451,13261
Sumter,SC,136.66666666666666,115.42483660130719,45085
Sunflower,MS,85.16447368421052,72.58552631578948,28133
Surry,NC,94.4,68.86666666666666,37171
Susquehanna,PA,84.33333333333333,57.66013071895425,42115
Sussex,VA,120.0,72.96078431372548,51183
Sussex,DE,114.86764705882354,79.2843137254902,10005
Sussex,NJ,178.16666666666666,122.30718954248366,34037
Sutter,CA,108.25,83.34803921568627,6101
Suwannee,FL,134.15131578947367,94.82894736842105,12121
Sweetwater,WY,70.5,44.666666666666664,56037
Swift,MN,52.94,37.46,27151
Swisher,TX,42.0,22.098039215686274,48437
Switzerland,IN,72.0,49.450980392156865,18155
Talbot,MD,131.0,65.1078431372549,24041
Talladega,AL,156.4671052631579,127.42763157894737,1121
Tallahatchie,MS,96.0,77.96078431372548,28135
Tallapoosa,AL,108.5,85.38235294117646,1123
Tama,IA,62.4,42.792156862745095,19171
Taney,MO,116.66666666666667,77.28104575163398,29213
Tangipahoa,LA,126.24342105263158,92.5657894736842,22105
Taos,NM,100.0,66.2156862745098,35055
Tarrant,TX,124.75238362310712,72.95699831365935,48439
Tate,MS,106.0,72.29411764705883,28137
Tattnall,GA,109.20792079207921,84.66336633663366,13267
Taylor,WV,57.411764705882355,52.55882352941177,54091
Taylor,TX,96.69558101472995,61.63993453355155,48441
Taylor,KY,74.0,59.18627450980392,21217
Taylor,WI,62.05882352941177,35.69607843137255,55119
Taylor,GA,78.0,60.27450980392157,13269
Taylor,FL,120.0,105.84,12123
Taylor,IA,42.911764705882355,26.147058823529413,19173
Tazewell,IL,115.20742358078603,68.7882096069869,17179
Tazewell,VA,89.66666666666667,61.59477124183007,51185
Tehama,CA,56.5,42.46078431372549,6103
Telfair,GA,109.73267326732673,71.91089108910892,13271
Teller,CO,69.5,54.05882352941177,8119
Terrebonne,LA,120.0,89.06666666666666,22109
Terrell,GA,70.0,47.411764705882355,13273
Terry,TX,80.0,57.84313725490196,48445
Teton,WY,60.0,37.07843137254902,56039
Texas,OK,77.0,36.03921568627451,40139
Texas,MO,85.0,41.431372549019606,29215
Thayer,NE,56.5,35.30392156862745,31169
Thomas,GA,66.75,48.48529411764706,13275
Thomas,KS,49.48453608247423,38.36082474226804,20193
Thurston,NE,33.5,23.04901960784314,31173
Thurston,WA,112.94366197183099,80.05633802816901,53067
Tift,GA,139.0,107.53921568627452,13277
Tillamook,OR,50.0,26.431372549019606,41057
Tioga,PA,88.66666666666667,61.48366013071895,42117
Tioga,NY,137.8910891089109,104.77227722772277,36107
Tippah,MS,80.0,60.76470588235294,28139
Tippecanoe,IN,116.42332613390928,70.13598326359832,18157
Tipton,IN,150.0,98.98039215686275,18159
Tipton,TN,127.0,84.97058823529412,47167
Tishomingo,MS,89.0,79.46078431372548,28141
Titus,TX,120.66666666666667,61.1764705882353,48449
Todd,KY,60.0,49.0,21219
Todd,MN,69.60526315789474,51.875,27153
Tolland,CT,135.6,97.06274509803922,9013
Tom,TX,100.45771144278606,58.72636815920398,48451
Tompkins,NY,90.40637450199203,71.52988047808765,36109
Tooele,UT,112.0,90.01960784313725,49045
Toole,MT,32.0,19.254901960784313,30101
Toombs,GA,115.66666666666667,79.69934640522875,13279
Towner,ND,30.0,22.784313725490197,38095
Towns,GA,112.0,87.05882352941177,13281
Traill,ND,54.470588235294116,46.790849673202615,38097
Transylvania,NC,92.52287581699346,44.869281045751634,37175
Travis,TX,112.09408773045136,75.34520025429116,48453
Trego,KS,37.0,31.41176470588235,20195
Trempealeau,WI,50.5,36.59803921568628,55121
Treutlen,GA,50.0,42.431372549019606,13283
Trigg,KY,50.0,39.94117647058823,21221
Trimble,KY,60.0,38.78431372549019,21223
Trinity,CA,23.0,10.843137254901961,6105
Trinity,TX,80.33333333333333,47.967320261437905,48455
Tripp,SD,80.0,37.549019607843135,46123
Troup,GA,133.33333333333334,83.30718954248366,13285
Trousdale,TN,70.33333333333333,48.3921568627451,47169
Trumbull,OH,90.52412280701755,60.11074561403509,39155
Tucker,WV,94.0,75.3529411764706,54093
Tulare,CA,95.41421568627452,68.53553921568627,6107
Tulsa,OK,112.81835089894606,68.72535647861129,40143
Tunica,MS,60.0,46.21568627450981,28143
Tuolumne,CA,122.76470588235294,83.96078431372548,6109
Turner,GA,76.0,55.96078431372549,13287
Turner,SD,52.666666666666664,38.86274509803921,46125
Tuscaloosa,AL,148.86274509803923,111.70588235294117,1125
Tuscarawas,OH,85.2,61.19803921568627,39157
Tuscola,MI,99.14285714285714,77.26530612244898,26157
Twiggs,GA,131.0,97.6078431372549,13289
Twin,ID,76.96296296296296,39.2798353909465,16083
Tyler,TX,88.96078431372548,52.42156862745098,48457
Tyler,WV,68.0,58.80392156862745,54095
Uinta,WY,60.0,41.90196078431372,56041
Uintah,UT,110.0,40.92156862745098,49047
Ulster,NY,179.71428571428572,143.8935574229692,36111
Umatilla,OR,65.66666666666667,35.549019607843135,41059
Unicoi,TN,98.52631578947368,65.63815789473684,47171
Union,TN,77.0,61.21568627450981,47173
Union,SD,46.751633986928105,31.69281045751634,46127
Union,SC,100.5,81.90196078431373,45087
Union,OR,72.0,26.41176470588235,41061
Union,OH,87.24657534246575,62.28767123287671,39159
Union,NM,45.0,31.529411764705884,35059
Union,NJ,141.3913043478261,90.53793691389599,34039
Union,NC,101.96078431372548,75.50980392156863,37179
Union,PA,127.6907894736842,85.125,42119
Union,LA,132.0,77.82352941176471,22111
Union,KY,41.64705882352941,35.745098039215684,21225
Union,IN,60.0,27.84313725490196,18161
Union,IL,60.75,36.14705882352941,17181
Union,MS,90.0,63.0,28145
Union,IA,56.0,41.950980392156865,19175
Union,GA,150.0,118.33333333333333,13291
Union,AR,123.41666666666667,66.31746031746032,5139
Upshur,TX,106.55,47.48,48459
Upshur,WV,68.0,57.931372549019606,54097
Upson,GA,96.11111111111111,76.25,13293
Upton,TX,30.0,21.9,48461
Utah,UT,72.0056338028169,48.84788732394366,49049
Uvalde,TX,157.18627450980392,58.627450980392155,48463
Val,TX,86.66666666666667,49.07843137254902,48465
Valencia,NM,120.0,86.37254901960785,35061
Valley,ID,52.15686274509804,25.15686274509804,16085
Valley,MT,96.0,56.8235294117647,30105
Valley,NE,60.0,23.627450980392158,31175
Van,AR,86.5,49.049019607843135,5141
Van,IA,60.0,50.76,19177
Van,MI,78.93793103448276,62.0551724137931,26159
Van,TN,70.0,67.74509803921569,47175
Van,OH,73.67333333333333,53.74342105263158,39161
Van,TX,94.84640522875817,52.41503267973856,48467
Vance,NC,94.66666666666667,63.83660130718954,37181
Vanderburgh,IN,102.99284862932062,69.63255813953488,18163
Venango,PA,93.0,68.74901960784314,42121
Ventura,CA,96.20846233230134,72.70485036119712,6111
Vermilion,IL,121.04575163398692,73.2843137254902,17183
Vermilion,LA,106.16666666666667,84.12418300653594,22113
Vermillion,IN,109.98969072164948,65.26470588235294,18165
Vernon,LA,129.78217821782178,97.07920792079207,22115
Vernon,MO,79.0,46.15686274509804,29217
Vernon,WI,63.08552631578947,47.56578947368421,55123
Victoria,TX,101.73809523809524,58.68650793650794,48469
Vigo,IN,93.37651821862349,64.34592445328032,18167
Vinton,OH,45.90196078431372,30.42156862745098,39163
Virginia,VA,104.2821270310192,75.98670605612999,51810
Volusia,FL,113.81453804347827,85.99524456521739,12127
Wabash,IL,90.0,70.37254901960785,17185
Wabash,IN,127.59798994974874,78.27160493827161,18169
Wabasha,MN,75.0,64.5,27157
Wabaunsee,KS,67.3529411764706,48.64705882352941,20197
Wadena,MN,70.0,47.1078431372549,27159
Wagoner,OK,86.0,52.245098039215684,40145
Wake,NC,106.10104861773117,75.44098810612992,37183
Wakulla,FL,120.0,92.72549019607843,12129
Waldo,ME,46.5,33.431372549019606,23027
Walker,AL,104.88976377952756,79.10236220472441,1127
Walker,GA,107.33333333333333,85.33333333333333,13295
Walker,TX,82.0,48.69934640522876,48471
Walla,WA,100.5,73.49019607843137,53071
Wallace,KS,24.0,21.352941176470587,20199
Waller,TX,130.0,51.549019607843135,48473
Walsh,ND,72.61764705882354,63.46078431372549,38099
Walthall,MS,60.0,47.509803921568626,28147
Walton,FL,131.98039215686273,93.20588235294117,12131
Walton,GA,115.0,91.45098039215686,13297
Walworth,WI,57.0,41.375,55127
Walworth,SD,50.0,42.3921568627451,46129
Wapello,IA,88.66666666666667,58.5359477124183,19179
Ward,ND,172.0,94.52941176470588,38101
Ward,TX,92.0,47.294117647058826,48475
Ware,GA,173.33333333333334,122.01960784313725,13299
Warren,VA,90.0,73.94117647058823,51187
Warren,TN,127.5,80.8529411764706,47177
Warren,PA,134.33333333333334,104.26315789473684,42123
Warren,OH,80.625,65.30514705882354,39165
Warren,NJ,111.25573770491803,70.67540983606557,34041
Warren,NC,138.8235294117647,83.45098039215686,37185
Warren,NY,99.75,87.01960784313725,36113
Warren,MO,120.0,75.13725490196079,29219
Warren,KY,81.70224719101124,66.33988764044943,21227
Warren,MS,89.0,67.04901960784314,28149
Warren,IN,80.0,46.72549019607843,18171
Warren,IL,79.0,43.009803921568626,17187
Warren,IA,82.33333333333333,56.369281045751634,19181
Warren,GA,110.0,59.72549019607843,13301
Warrick,IN,95.52820512820513,66.0352644836272,18173
Wasatch,UT,92.0,70.29411764705883,49051
Wasco,OR,90.60526315789474,64.47368421052632,41065
